,date,active case
881,"Jul 15, 2022",139391
882,"Jul 16, 2022",142080
883,"Jul 17, 2022",142895
884,"Jul 18, 2022",142285
885,"Jul 19, 2022",144285
886,"Jul 20, 2022",147512
887,"Jul 21, 2022",148113
888,"Jul 22, 2022",148731
889,"Jul 23, 2022",150831
890,"Jul 24, 2022",149508
891,"Jul 25, 2022",164302
892,"Jul 26, 2022",164399
893,"Jul 27, 2022",144954
894,"Jul 28, 2022",142619
895,"Jul 29, 2022",142015
896,"Jul 30, 2022",142307
897,"Jul 31, 2022",142620
898,"Aug 01, 2022",138423
899,"Aug 02, 2022",135688
900,"Aug 03, 2022",135109
901,"Aug 04, 2022",133995
902,"Aug 05, 2022",133424
903,"Aug 06, 2022",133564
904,"Aug 07, 2022",134141
905,"Aug 08, 2022",130438
906,"Aug 09, 2022",126892
907,"Aug 10, 2022",123707
908,"Aug 11, 2022",122166
909,"Aug 12, 2022",117895
910,"Aug 13, 2022",115492
911,"Aug 14, 2022",116139
912,"Aug 15, 2022",109883
913,"Aug 16, 2022",103689
914,"Aug 17, 2022",99974
915,"Aug 18, 2022",100461
916,"Aug 19, 2022",113697
917,"Aug 20, 2022",98510
918,"Aug 21, 2022",96279
919,"Aug 22, 2022",95137
920,"Aug 23, 2022",95073
921,"Aug 24, 2022",92678
922,"Aug 25, 2022",89338
923,"Aug 26, 2022",85942
924,"Aug 27, 2022",85222
925,"Aug 28, 2022",83562
926,"Aug 29, 2022",65449
927,"Aug 30, 2022",64163
928,"Aug 31, 2022",61379
929,"Sep 01, 2022",57841
930,"Sep 02, 2022",55376
931,"Sep 03, 2022",53745
932,"Sep 04, 2022",52605
933,"Sep 05, 2022",50967
934,"Sep 06, 2022",49225
935,"Sep 07, 2022",48973
936,"Sep 08, 2022",50669
937,"Sep 09, 2022",47481
938,"Sep 10, 2022",46576
939,"Sep 11, 2022",45807
940,"Sep 12, 2022",44978
941,"Sep 13, 2022",44380
942,"Sep 14, 2022",45020
943,"Sep 15, 2022",45379
944,"Sep 16, 2022",45479
945,"Sep 17, 2022",46553
946,"Sep 18, 2022",46658
947,"Sep 19, 2022",46010
948,"Sep 20, 2022",44847
949,"Sep 21, 2022",44973
950,"Sep 22, 2022",43912
951,"Sep 23, 2022",43067
952,"Sep 24, 2022",42625
953,"Sep 25, 2022",42046
954,"Sep 26, 2022",40989
955,"Sep 27, 2022",39610
956,"Sep 28, 2022",39381
957,"Sep 29, 2022",38214
958,"Sep 30, 2022",36924
959,"Oct 01, 2022",36075
960,"Oct 02, 2022",34757
961,"Oct 03, 2022",33229
962,"Oct 04, 2022",31949
963,"Oct 05, 2022",30913
964,"Oct 06, 2022",28993
965,"Oct 07, 2022",27882
966,"Oct 08, 2022",27224
967,"Oct 09, 2022",26710
968,"Oct 10, 2022",26005
969,"Oct 11, 2022",24923
970,"Oct 12, 2022",25140
971,"Oct 13, 2022",25214
972,"Oct 14, 2022",25249
973,"Oct 15, 2022",25256
974,"Oct 16, 2022",25465
975,"Oct 17, 2022",25080
976,"Oct 18, 2022",24599
977,"Oct 19, 2022",24141
978,"Oct 20, 2022",23668
979,"Oct 21, 2022",22674
980,"Oct 22, 2022",22063
981,"Oct 23, 2022",21824
982,"Oct 24, 2022",21180
983,"Oct 25, 2022",20238
984,"Oct 26, 2022",19452
985,"Oct 27, 2022",18029
986,"Oct 28, 2022",17485
987,"Oct 29, 2022",16948
988,"Oct 30, 2022",16543
989,"Oct 31, 2022",16249
990,"Nov 01, 2022",16243
991,"Nov 02, 2022",16098
992,"Nov 03, 2022",15705
993,"Nov 04, 2022",15200
994,"Nov 05, 2022",14839
995,"Nov 06, 2022",14515
996,"Nov 07, 2022",14021
997,"Nov 08, 2022",13559
998,"Nov 09, 2022",13187
999,"Nov 10, 2022",12752
1000,"Nov 11, 2022",12553
1001,"Nov 12, 2022",12307
1002,"Nov 13, 2022",9468
1003,"Nov 14, 2022",8994
1004,"Nov 15, 2022",8629
1005,"Nov 16, 2022",8162
1006,"Nov 17, 2022",8018
1007,"Nov 18, 2022",8594
1008,"Nov 19, 2022",7491
1009,"Nov 20, 2022",7419
1010,"Nov 21, 2022",7281
1011,"Nov 22, 2022",7090
1012,"Nov 23, 2022",6936
1013,"Nov 24, 2022",6492
1014,"Nov 25, 2022",6480
1015,"Nov 26, 2022",6334
1016,"Nov 27, 2022",6097
1017,"Nov 28, 2022",6084
1018,"Nov 29, 2022",5887
1019,"Nov 30, 2022",5988
1020,"Dec 01, 2022",5743
1021,"Dec 02, 2022",5626
1022,"Dec 03, 2022",5596
1023,"Dec 04, 2022",5483
1024,"Dec 05, 2022",5436
1025,"Dec 06, 2022",5475
1026,"Dec 07, 2022",5342
1027,"Dec 08, 2022",5298
1028,"Dec 09, 2022",5131
1029,"Dec 10, 2022",5004
1030,"Dec 11, 2022",4999
1031,"Dec 12, 2022",4996
1032,"Dec 13, 2022",4967
1033,"Dec 14, 2022",4850
1034,"Dec 15, 2022",4773
1035,"Dec 16, 2022",4743
1036,"Dec 17, 2022",4654
1037,"Dec 18, 2022",4681
1038,"Dec 19, 2022",4637
1039,"Dec 20, 2022",4527
1040,"Dec 21, 2022",4481
1041,"Dec 22, 2022",4522
1042,"Dec 23, 2022",4526
1043,"Dec 24, 2022",4496
1044,"Dec 25, 2022",4505
1045,"Dec 26, 2022",4510
1046,"Dec 27, 2022",4584
1047,"Dec 28, 2022",4574
1048,"Dec 29, 2022",4717
1049,"Dec 30, 2022",4682
1050,"Dec 31, 2022",3621
1051,"Jan 01, 2023",3753
1052,"Jan 02, 2023",3724
1053,"Jan 03, 2023",3700
1054,"Jan 04, 2023",3841
1055,"Jan 05, 2023",3560
1056,"Jan 06, 2023",3616
1057,"Jan 07, 2023",3516
1058,"Jan 08, 2023",3447
1059,"Jan 09, 2023",3459
1060,"Jan 10, 2023",3479
1061,"Jan 11, 2023",3649
1062,"Jan 12, 2023",3840
1063,"Jan 13, 2023",3175
1064,"Jan 14, 2023",2993
1065,"Jan 15, 2023",2849
1066,"Jan 16, 2023",2686
1067,"Jan 17, 2023",2511
1068,"Jan 18, 2023",2341
1069,"Jan 19, 2023",2180
1070,"Jan 20, 2023",2043
1071,"Jan 21, 2023",1960
1072,"Jan 22, 2023",1934
1073,"Jan 23, 2023",2021
1074,"Jan 24, 2023",1922
1075,"Jan 25, 2023",1906
1076,"Jan 26, 2023",1896
1077,"Jan 27, 2023",1842
1078,"Jan 28, 2023",1842
1079,"Jan 29, 2023",1848
1080,"Jan 30, 2023",1755
1081,"Jan 31, 2023",1783
1082,"Feb 01, 2023",1911
1083,"Feb 02, 2023",1764
1084,"Feb 03, 2023",1792
1085,"Feb 04, 2023",1817
1086,"Feb 05, 2023",1817
1087,"Feb 06, 2023",1771
1088,"Feb 07, 2023",1785
1089,"Feb 08, 2023",1781
1090,"Feb 09, 2023",1797
1091,"Feb 10, 2023",1820
1092,"Feb 11, 2023",1843
1093,"Feb 12, 2023",1837
1094,"Feb 13, 2023",1818
1095,"Feb 14, 2023",1823
1096,"Feb 15, 2023",1835
1097,"Feb 16, 2023",1862
1098,"Feb 17, 2023",1867
1099,"Feb 18, 2023",1899
1100,"Feb 19, 2023",1916
1101,"Feb 20, 2023",1921
1102,"Feb 21, 2023",1935
1103,"Feb 22, 2023",2000
1104,"Feb 23, 2023",2016
1105,"Feb 24, 2023",2090
1106,"Feb 25, 2023",2149
1107,"Feb 26, 2023",2229
1108,"Feb 27, 2023",2257
